barcode,name,brand,category,subcategory,ingredients,allergens,retailer,price,promo_price,original_price,promo_text,stock_status,product_url,image_url,source_type,source_url
5060107332249,Ella's Chicken Casserole With Rice 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Carrots; Vegetable stock; Onions; Parsnips; Swedes; Cooked rice; Broccoli; Chicken; Potatoes; Apricots; Mint; Parsley; Thyme; Black pepper,unknown,Tesco,2.2,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/271413287,,manual_csv,https://www.tesco.com/groceries/en-GB/products/271413287
5060503502673,Ella's Kitchen 7 Month Plus Veggie Biryani 130G,Ella's Kitchen,Baby & Toddler,Baby Meals,Organic mushrooms; Organic vegetable stock; Organic cooked rice; Organic sweet potatoes; Organic onions; Organic tomatoes; Organic cooked lentils; Organic mangoes; Organic spinach; Organic extra virgin olive oil; Organic herbs and spices,unknown,Tesco,1.8,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/309467274,,manual_csv,https://www.tesco.com/groceries/en-GB/products/309467274
5060107332119,Ella's Kitchen Chicken Casserole With Rice 130G,Ella's Kitchen,Baby & Toddler,Baby Meals,Organic carrots; Organic vegetable stock; Organic cooked rice; Organic broccoli; Organic onions; Organic chicken; Organic apricots; Organic mixed herbs; Organic black pepper,unknown,Tesco,1.8,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/268534919,,manual_csv,https://www.tesco.com/groceries/en-GB/products/268534919
5060107338920,Ella's Kitchen Chicken Curry With Veggie Rice 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Tomatoes; Cooked rice; Carrots; Chicken; Green beans; Butternut squash; Onions; Red peppers; Mangoes; Coconuts; Garlic; Cumin; Turmeric; Coriander seed,unknown,Tesco,2.1,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/301892208,,manual_csv,https://www.tesco.com/groceries/en-GB/products/301892208
5060107337879,Ella's Kitchen Cottage Pie 130G,Ella's Kitchen,Baby & Toddler,Baby Meals,Organic potatoes; Organic vegetable stock; Organic onions; Organic beef; Organic carrots; Organic tomato puree; Organic peas; Organic cinnamon; Organic cornflour; Organic oregano,unknown,Tesco,1.8,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/295487179,,manual_csv,https://www.tesco.com/groceries/en-GB/products/295487179
5060107333956,Ella's Kitchen Lovely Lamb Roast Dinner 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Vegetable stock; Parsnips; Swedes; Leeks; Potatoes; Carrots; Lamb; Red cabbage; Onions; Cornflour; Mint; Black pepper; Rosemary,unknown,Tesco,2.1,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/273882453,,manual_csv,https://www.tesco.com/groceries/en-GB/products/273882453
5060107331365,Ella's Kitchen Organic Cottage Pie With Cinnamon 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Potatoes; Vegetable stock; Onions; Carrots; Sweet potatoes; Beef; Tomatoes; Peas; Cornflour; Cinnamon; Oregano,unknown,Tesco,2.1,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/264772361,,manual_csv,https://www.tesco.com/groceries/en-GB/products/264772361
5060107331327,Ella's Kitchen Organic Tomato Pasta With Vegetables 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Tomatoes; Cooked pasta; Durum wheat; Dried egg whites; Carrots; Onions; Red peppers; Vegetable stock; Courgettes; Extra virgin olive oil; Oregano,Wheat; Egg; Soya; Mustard,Tesco,2.2,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/264772401,,manual_csv,https://www.tesco.com/groceries/en-GB/products/264772401
5060107332157,Ella's Kitchen Vegetable Bake With Lentils 130G,Ella's Kitchen,Baby & Toddler,Baby Meals,Organic tomatoes; Organic cooked lentils; Organic sweet potatoes; Organic onions; Organic vegetable stock; Organic red peppers; Organic carrots; Organic extra virgin olive oil; Organic mixed herbs and spices; Organic black pepper,unknown,Tesco,1.8,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/268535020,,manual_csv,https://www.tesco.com/groceries/en-GB/products/268535020
5060107333970,Ella's Kitchen Wonderfully Warming Beef Stew 190G,Ella's Kitchen,Baby & Toddler,Baby Meals,Vegetable stock; Carrots; Parsnips; Leeks; Onions; Swedes; Potatoes; Beef; Tomatoes; Cornflour; Mixed herbs; Thyme; Parsley; Marjoram; Basil; Rosemary; Peppercorns,unknown,Tesco,2.2,,,,in_stock,https://www.tesco.com/groceries/en-GB/products/273881805,,manual_csv,https://www.tesco.com/groceries/en-GB/products/273881805
